 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 merge sort                     | 	 / 1 (n_const)  | 	 4,550,000    | 	 3,188        | 	 3            | 	 187,478,000  | 	 -88,963,024 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,550,000    | 	 3,640        | 	 3            | 	 639,477,000  | 	 -75,499,520 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,550,000    | 	 2,601        | 	 2            | 	 600,530,000  | 	 -203,270,856 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,550,000    | 	 4,888        | 	 4            | 	 887,296,000  | 	 256,376,832 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,550,000    | 	 4,190        | 	 4            | 	 189,763,000  | 	 177,721,968 
 merge sort                     | 	 / 1 (n_const)  | 	 4,560,000    | 	 3,368        | 	 3            | 	 368,190,000  | 	 -82,859,760 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,560,000    | 	 2,866        | 	 2            | 	 865,663,000  | 	 -7,929,808 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,560,000    | 	 2,801        | 	 2            | 	 801,023,000  | 	 -247,939,968 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,560,000    | 	 6,183        | 	 6            | 	 182,527,000  | 	 217,055,232 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,560,000    | 	 4,023        | 	 4            | 	 23,583,000   | 	 164,102,144 
 merge sort                     | 	 / 1 (n_const)  | 	 4,570,000    | 	 2,833        | 	 2            | 	 832,721,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,570,000    | 	 2,931        | 	 2            | 	 931,360,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,570,000    | 	 2,690        | 	 2            | 	 690,218,000  | 	 -184,683,048 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,570,000    | 	 5,569        | 	 5            | 	 568,275,000  | 	 95,420,416 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,570,000    | 	 4,319        | 	 4            | 	 319,512,000  | 	 -311,466,440 
 merge sort                     | 	 / 1 (n_const)  | 	 4,580,000    | 	 3,353        | 	 3            | 	 353,457,000  | 	 -288,356,352 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,580,000    | 	 2,699        | 	 2            | 	 699,160,000  | 	 30,670,864 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,580,000    | 	 2,649        | 	 2            | 	 649,115,000  | 	 -86,523,208 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,580,000    | 	 4,781        | 	 4            | 	 780,970,000  | 	 256,901,120 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,580,000    | 	 4,080        | 	 4            | 	 79,466,000   | 	 84,410,368 
 merge sort                     | 	 / 1 (n_const)  | 	 4,590,000    | 	 3,494        | 	 3            | 	 493,946,000  | 	 -359,663,616 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,590,000    | 	 2,968        | 	 2            | 	 967,832,000  | 	 -7,995,360 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,590,000    | 	 1,827        | 	 1            | 	 827,264,000  | 	 19,922,944 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,590,000    | 	 6,273        | 	 6            | 	 273,458,000  | 	 224,395,264 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,590,000    | 	 4,293        | 	 4            | 	 292,892,000  | 	 165,148,672 
 merge sort                     | 	 / 1 (n_const)  | 	 4,600,000    | 	 3,291        | 	 3            | 	 291,688,000  | 	 -88,904,144 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,600,000    | 	 2,909        | 	 2            | 	 908,994,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,600,000    | 	 1,785        | 	 1            | 	 785,628,000  | 	 19,476,576 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,600,000    | 	 6,393        | 	 6            | 	 393,147,000  | 	 221,251,584 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,600,000    | 	 4,791        | 	 4            | 	 790,917,000  | 	 -318,769,152 
 merge sort                     | 	 / 1 (n_const)  | 	 4,610,000    | 	 3,293        | 	 3            | 	 293,581,000  | 	 -281,018,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,610,000    | 	 2,664        | 	 2            | 	 663,716,000  | 	 30,801,952 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,610,000    | 	 2,825        | 	 2            | 	 824,926,000  | 	 -100,400,224 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,610,000    | 	 4,879        | 	 4            | 	 879,210,000  | 	 263,194,624 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,610,000    | 	 4,461        | 	 4            | 	 461,314,000  | 	 103,286,784 
 merge sort                     | 	 / 1 (n_const)  | 	 4,620,000    | 	 3,145        | 	 3            | 	 144,707,000  | 	 -90,224,880 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,620,000    | 	 2,936        | 	 2            | 	 936,102,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,620,000    | 	 2,522        | 	 2            | 	 521,983,000  | 	 -182,757,792 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,620,000    | 	 5,151        | 	 5            | 	 150,539,000  | 	 95,944,704 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,620,000    | 	 4,136        | 	 4            | 	 135,621,000  | 	 150,470,656 
 merge sort                     | 	 / 1 (n_const)  | 	 4,630,000    | 	 2,950        | 	 2            | 	 949,966,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,630,000    | 	 3,652        | 	 3            | 	 652,918,000  | 	 -76,021,760 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,630,000    | 	 2,958        | 	 2            | 	 958,388,000  | 	 -208,050,888 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,630,000    | 	 6,762        | 	 6            | 	 762,606,000  | 	 224,397,312 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,630,000    | 	 4,259        | 	 4            | 	 258,658,000  | 	 -317,213,064 
 merge sort                     | 	 / 1 (n_const)  | 	 4,640,000    | 	 2,877        | 	 2            | 	 877,103,000  | 	 -251,658,232 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,640,000    | 	 3,220        | 	 3            | 	 220,357,000  | 	 -68,419,072 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,640,000    | 	 2,587        | 	 2            | 	 587,151,000  | 	 -211,303,080 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,640,000    | 	 5,149        | 	 5            | 	 149,188,000  | 	 146,798,608 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,640,000    | 	 4,019        | 	 4            | 	 18,463,000   | 	 100,133,488 
 merge sort                     | 	 / 1 (n_const)  | 	 4,650,000    | 	 3,378        | 	 3            | 	 377,939,000  | 	 -89,662,416 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,650,000    | 	 2,972        | 	 2            | 	 972,398,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,650,000    | 	 2,880        | 	 2            | 	 879,368,000  | 	 -240,464,624 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,650,000    | 	 6,372        | 	 6            | 	 371,724,000  | 	 223,868,928 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,650,000    | 	 4,348        | 	 4            | 	 348,419,000  | 	 165,675,008 
 merge sort                     | 	 / 1 (n_const)  | 	 4,660,000    | 	 2,902        | 	 2            | 	 901,873,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,660,000    | 	 2,722        | 	 2            | 	 721,953,000  | 	 -7,897,024 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,660,000    | 	 2,525        | 	 2            | 	 525,015,000  | 	 -194,108,224 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,660,000    | 	 7,068        | 	 7            | 	 68,469,000   | 	 73,926,656 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,660,000    | 	 4,572        | 	 4            | 	 572,171,000  | 	 -320,348,328 
 merge sort                     | 	 / 1 (n_const)  | 	 4,670,000    | 	 3,147        | 	 3            | 	 146,595,000  | 	 -288,358,400 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,670,000    | 	 3,339        | 	 3            | 	 339,345,000  | 	 -215,484,416 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,670,000    | 	 2,550        | 	 2            | 	 549,574,000  | 	 -150,018,944 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,670,000    | 	 4,950        | 	 4            | 	 949,689,000  | 	 59,246,592 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,670,000    | 	 3,771        | 	 3            | 	 770,503,000  | 	 156,760,064 
 merge sort                     | 	 / 1 (n_const)  | 	 4,680,000    | 	 3,379        | 	 3            | 	 379,229,000  | 	 -86,863,344 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,680,000    | 	 2,976        | 	 2            | 	 975,325,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,680,000    | 	 2,646        | 	 2            | 	 646,381,000  | 	 -193,464,320 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,680,000    | 	 4,944        | 	 4            | 	 944,276,000  | 	 110,098,432 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,680,000    | 	 4,425        | 	 4            | 	 425,018,000  | 	 105,893,224 
 merge sort                     | 	 / 1 (n_const)  | 	 4,690,000    | 	 2,945        | 	 2            | 	 945,013,000  | 	 18,874,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,690,000    | 	 2,845        | 	 2            | 	 845,841,000  | 	 -7,866,368 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,690,000    | 	 2,722        | 	 2            | 	 722,347,000  | 	 -236,417,960 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,690,000    | 	 5,077        | 	 5            | 	 77,515,000   | 	 272,629,760 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,690,000    | 	 3,967        | 	 3            | 	 967,430,000  | 	 104,855,552 
 merge sort                     | 	 / 1 (n_const)  | 	 4,700,000    | 	 3,351        | 	 3            | 	 351,333,000  | 	 -92,040,048 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,700,000    | 	 2,838        | 	 2            | 	 838,216,000  | 	 -8,126,448 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,700,000    | 	 2,644        | 	 2            | 	 644,008,000  | 	 -185,826,464 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,700,000    | 	 5,042        | 	 5            | 	 41,644,000   | 	 94,371,840 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,700,000    | 	 4,779        | 	 4            | 	 779,452,000  | 	 -339,772,376 
 merge sort                     | 	 / 1 (n_const)  | 	 4,710,000    | 	 3,187        | 	 3            | 	 186,847,000  | 	 -51,378,176 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,710,000    | 	 3,218        | 	 3            | 	 217,779,000  | 	 -62,914,560 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,710,000    | 	 2,473        | 	 2            | 	 472,754,000  | 	 -211,370,936 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,710,000    | 	 5,730        | 	 5            | 	 729,805,000  | 	 147,322,880 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,710,000    | 	 4,186        | 	 4            | 	 185,796,000  | 	 96,468,992 
 merge sort                     | 	 / 1 (n_const)  | 	 4,720,000    | 	 2,971        | 	 2            | 	 971,200,000  | 	 19,922,944 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,720,000    | 	 4,231        | 	 4            | 	 230,134,000  | 	 -74,975,232 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,720,000    | 	 2,736        | 	 2            | 	 736,290,000  | 	 -201,947,056 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,720,000    | 	 4,456        | 	 4            | 	 456,025,000  | 	 239,073,280 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,720,000    | 	 4,848        | 	 4            | 	 847,976,000  | 	 -330,825,728 
 merge sort                     | 	 / 1 (n_const)  | 	 4,730,000    | 	 3,231        | 	 3            | 	 230,972,000  | 	 -281,018,368 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,730,000    | 	 2,774        | 	 2            | 	 774,577,000  | 	 31,719,440 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,730,000    | 	 1,909        | 	 1            | 	 909,447,000  | 	 -362,028,928 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,730,000    | 	 4,647        | 	 4            | 	 646,891,000  | 	 252,708,864 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,730,000    | 	 4,648        | 	 4            | 	 647,380,000  | 	 142,608,384 
 merge sort                     | 	 / 1 (n_const)  | 	 4,740,000    | 	 3,456        | 	 3            | 	 455,899,000  | 	 -86,916,464 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,740,000    | 	 3,862        | 	 3            | 	 861,825,000  | 	 -84,934,656 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,740,000    | 	 2,728        | 	 2            | 	 727,866,000  | 	 -198,610,712 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,740,000    | 	 5,304        | 	 5            | 	 304,250,000  | 	 250,611,712 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,740,000    | 	 4,189        | 	 4            | 	 188,741,000  | 	 149,946,368 
 merge sort                     | 	 / 1 (n_const)  | 	 4,750,000    | 	 3,081        | 	 3            | 	 80,670,000   | 	 -84,958,464 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,750,000    | 	 2,928        | 	 2            | 	 928,905,000  | 	 -7,077,872 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,750,000    | 	 2,874        | 	 2            | 	 874,385,000  | 	 -196,542,920 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,750,000    | 	 6,259        | 	 6            | 	 259,438,000  | 	 85,983,232 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,750,000    | 	 4,481        | 	 4            | 	 481,874,000  | 	 -279,969,792 
 merge sort                     | 	 / 1 (n_const)  | 	 4,760,000    | 	 3,356        | 	 3            | 	 356,161,000  | 	 -397,412,352 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,760,000    | 	 3,410        | 	 3            | 	 409,854,000  | 	 -64,489,472 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,760,000    | 	 2,423        | 	 2            | 	 423,355,000  | 	 -160,896,184 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,760,000    | 	 6,745        | 	 6            | 	 745,573,000  | 	 50,857,984 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,760,000    | 	 4,696        | 	 4            | 	 696,082,000  | 	 170,915,840 
 merge sort                     | 	 / 1 (n_const)  | 	 4,770,000    | 	 3,410        | 	 3            | 	 409,410,000  | 	 -82,450,440 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,770,000    | 	 3,208        | 	 3            | 	 208,419,000  | 	 -6,946,784 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,770,000    | 	 2,031        | 	 2            | 	 31,746,000   | 	 20,503,856 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,770,000    | 	 4,654        | 	 4            | 	 654,395,000  | 	 234,358,784 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,770,000    | 	 4,668        | 	 4            | 	 668,911,000  | 	 148,375,552 
 merge sort                     | 	 / 1 (n_const)  | 	 4,780,000    | 	 3,183        | 	 3            | 	 183,141,000  | 	 -88,110,680 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,780,000    | 	 3,561        | 	 3            | 	 560,653,000  | 	 -78,645,248 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,780,000    | 	 3,135        | 	 3            | 	 135,556,000  | 	 -90,179,584 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,780,000    | 	 5,335        | 	 5            | 	 334,513,000  | 	 266,862,632 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,780,000    | 	 4,982        | 	 4            | 	 982,146,000  | 	 109,051,904 
 merge sort                     | 	 / 1 (n_const)  | 	 4,790,000    | 	 3,340        | 	 3            | 	 340,544,000  | 	 -81,331,728 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,790,000    | 	 3,852        | 	 3            | 	 852,075,000  | 	 -86,509,568 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,790,000    | 	 2,973        | 	 2            | 	 972,524,000  | 	 -196,924,528 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,790,000    | 	 5,359        | 	 5            | 	 359,099,000  | 	 155,713,544 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,790,000    | 	 4,108        | 	 4            | 	 108,634,000  | 	 100,661,248 
 merge sort                     | 	 / 1 (n_const)  | 	 4,800,000    | 	 3,024        | 	 3            | 	 23,917,000   | 	 19,922,944 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,800,000    | 	 3,156        | 	 3            | 	 155,173,000  | 	 -7,077,872 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 4,800,000    | 	 3,125        | 	 3            | 	 125,776,000  | 	 -243,271,808 
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 4,800,000    | 	 5,562        | 	 5            | 	 562,119,000  | 	 242,223,104 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 4,800,000    | 	 4,338        | 	 4            | 	 338,137,000  | 	 -370,671,616 
 merge sort                     | 	 / 1 (n_const)  | 	 4,810,000    | 	 3,371        | 	 3            | 	 371,795,000  | 	 -285,212,672 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 4,810,000    | 	 4,260        | 	 4            | 	 260,327,000  | 	 -239,601,664 
